b_phi_iqr,b_phi_sd,b_dW_iqr,b_dW_sd,a_zero,M_iqr_phi,M_iqr_dW,n_bins,n_rt,cond,seed
0.2013460628806112,0.2994417755989957,0.25953829111328186,0.4699030635151399,-0.9213068542591215,0.7932934014623987,0.56535215562246,10,6416,C3,1019
0.09312785456775052,0.2653513454067878,-0.008851465654580587,-0.04174934836803089,-0.09757412422347936,0.5940885257860046,0.25210974204480535,9,4967,C3,1020
-7.191713662813147e-17,0.21009550762988308,-0.33054649693353866,0.11469547249080456,0.1300440788392029,0.7217503175777069,0.024465861447252456,10,3394,C3,1021
-8.894560923301497e-17,0.17817359663502882,-0.14401244308949102,-0.041164780277837376,-0.10893236534464566,0.41079191812887456,0.025104822262671692,9,3933,C3,1022
0.06507576553415863,0.2820878630150491,0.06378284149855737,0.3765602009770945,0.007015155611386678,0.6067798762169179,0.3353720883255073,10,5765,C3,1023
0.1994314130370051,0.3705791555044769,0.07652739081593138,0.6199214326243006,-0.27878213543006997,0.659256524138491,0.3545454545454546,11,4648,C3,1024
0.11645308657073666,0.25672032777998494,0.011600441024438931,0.06720405847339193,-0.5692231411033291,0.6834257143762641,0.3938927711338647,10,4275,C3,1025
-2.6399574467734375e-17,0.20707817540549148,-0.0495827911573563,0.4216653829044241,-0.8368521181267948,0.41239304942116123,0.2439750182371333,8,4917,C3,1026
0.1728397971231563,0.24501581891524654,-0.04344087873095058,0.15069658027012914,0.33425784028525096,0.7990704058551497,0.2515015150017844,8,4395,C3,1027
0.03265681027321028,0.22202591036947822,-0.15987939982672905,0.3647119364483513,-0.02928421922631885,0.33932860375277213,-0.04576766887262615,11,4624,C3,1028
0.19357214240669246,0.24978232230569483,0.19048053849206179,0.06579244285145329,0.08282694797591522,0.8850794148547424,0.5688312786486196,10,6429,C3,1029
0.12799033694865386,0.34222691165867936,0.23848239223593268,0.32202055692073195,0.17939228177925448,0.6138914766455381,0.6806963035209745,9,7627,C3,1030
-0.08057559550107964,0.1791268046540739,-0.2507959390616865,-0.29467874648779296,-0.6733622370544838,0.20225995873897265,-0.1538643637241659,10,3851,C3,1031
0.2839863034195922,0.2625599143305857,0.18821534205729293,0.2570680602673489,0.21559166078832684,0.7993796764572308,0.3727272727272728,11,3257,C3,1032
-7.060451782105652e-17,0.18188648520719802,-0.03314339643336989,-0.2177699117480162,-0.06763301569496599,0.4351941398892446,0.1693797282022142,10,5424,C3,1033
0.16518977091155895,0.2594332478725658,0.0030056665628725708,0.12784848682325092,-0.4362096012772338,0.6380586235753005,0.28484848484848485,10,5422,C3,1034
0.05330601672828361,0.29743826519966376,0.1475227223715419,0.12085512978404844,0.08611349635180778,0.5477225575051661,0.5362916143780116,9,6158,C3,1035
0.07545600887350579,0.16581577284292115,0.07870385300020209,-0.07732335665980292,0.11422040406355316,0.4866553716819934,0.44928394207456446,10,5535,C3,1036
0.08313515246922011,0.26026984617198295,0.17633315421594628,0.27043099467973747,0.09590664194446985,0.5659799760886717,0.2881769890388444,9,5273,C3,1037
0.2457222283350748,0.3535969011764885,0.20544937521454526,0.03614722616608719,0.3033252658334427,0.772315083521806,0.6694619270045785,9,4480,C3,1038
0.22290884539428765,0.4204135364468551,0.3597738584051881,0.4339722333490846,0.5050962630510784,0.7030047555134388,0.8235584906796976,9,5787,C3,1039
0.1719437304041426,0.22752479904609949,0.1393455185071231,-0.07293885669071684,0.4404050704238425,0.772315083521806,0.6778302010921357,9,5509,C3,1040
